2025-11-26 22:28:35 - step,loss,accuracy
2025-11-27 11:09:21 - 777,4.658203,0.062500
2025-11-27 11:09:21 - 778,5.158691,0.062500
2025-11-27 11:09:21 - 779,5.080566,0.031250
2025-11-27 11:09:21 - 780,4.635742,0.062500
2025-11-27 11:09:21 - 781,4.663086,0.093750
2025-11-27 11:09:21 - 782,4.120117,0.187500
2025-11-27 11:09:21 - 783,4.472656,0.187500
2025-11-27 11:09:21 - 784,4.336426,0.156250
2025-11-27 11:09:21 - 785,4.733887,0.062500
2025-11-27 11:09:21 - 786,4.727539,0.000000
2025-11-27 11:09:21 - 787,5.260742,0.062500
2025-11-27 11:09:21 - 788,5.579102,0.000000
2025-11-27 11:09:21 - 789,4.544922,0.000000
2025-11-27 11:09:21 - 790,4.966309,0.031250
2025-11-27 11:09:21 - 791,5.009277,0.031250
2025-11-27 11:09:21 - 792,4.960938,0.093750
2025-11-27 11:09:21 - 793,5.033691,0.062500
2025-11-27 11:09:21 - 794,4.432129,0.031250
2025-11-27 11:09:21 - 795,4.615234,0.062500
2025-11-27 11:09:21 - 796,4.876465,0.062500
2025-11-27 11:09:21 - 797,4.655273,0.093750
2025-11-27 11:09:21 - 798,4.798340,0.000000
2025-11-27 11:09:21 - 799,4.982422,0.031250
2025-11-27 11:09:21 - 800,5.006836,0.031250
2025-11-27 11:09:29 - 801,4.540039,0.093750
2025-11-27 11:09:29 - 802,4.419922,0.062500
2025-11-27 11:09:29 - 803,4.663086,0.093750
2025-11-27 11:09:29 - 804,4.769043,0.031250
2025-11-27 11:09:29 - 805,4.676758,0.062500
2025-11-27 11:09:29 - 806,4.758301,0.000000
2025-11-27 11:09:29 - 807,4.481445,0.125000
2025-11-27 11:09:29 - 808,4.930176,0.031250
2025-11-27 11:09:29 - 809,4.616699,0.125000
2025-11-27 11:09:29 - 810,4.386230,0.062500
2025-11-27 11:09:29 - 811,4.529785,0.031250
2025-11-27 11:09:29 - 812,5.080566,0.031250
2025-11-27 11:09:29 - 813,4.156250,0.125000
2025-11-27 11:09:29 - 814,4.503418,0.062500
2025-11-27 11:09:29 - 815,4.632324,0.062500
2025-11-27 11:09:29 - 816,5.064941,0.031250
2025-11-27 11:09:29 - 817,4.807129,0.031250
2025-11-27 11:09:29 - 818,4.414062,0.031250
2025-11-27 11:09:29 - 819,4.187500,0.093750
2025-11-27 11:09:29 - 820,5.105957,0.031250
2025-11-27 11:09:29 - 821,4.135742,0.093750
2025-11-27 11:09:29 - 822,4.484375,0.093750
2025-11-27 11:09:29 - 823,4.265137,0.093750
2025-11-27 11:09:29 - 824,5.117676,0.031250
2025-11-27 11:09:29 - 825,4.304688,0.062500
2025-11-27 11:09:29 - 826,4.745117,0.125000
2025-11-27 11:09:29 - 827,4.485840,0.062500
2025-11-27 11:09:29 - 828,4.662598,0.062500
2025-11-27 11:09:29 - 829,4.871582,0.062500
2025-11-27 11:09:29 - 830,4.939453,0.062500
2025-11-27 11:09:29 - 831,4.358398,0.093750
2025-11-27 11:09:29 - 832,4.527832,0.062500
2025-11-27 11:09:29 - 833,4.893555,0.093750
2025-11-27 11:09:29 - 834,4.567871,0.062500
2025-11-27 11:09:29 - 835,4.605957,0.031250
2025-11-27 11:09:29 - 836,4.599121,0.093750
2025-11-27 11:09:29 - 837,5.143066,0.062500
2025-11-27 11:09:29 - 838,4.373047,0.093750
2025-11-27 11:09:29 - 839,4.400879,0.156250
2025-11-27 11:09:29 - 840,4.334473,0.281250
2025-11-27 11:09:29 - 841,3.998535,0.156250
2025-11-27 11:09:29 - 842,4.864258,0.093750
2025-11-27 11:09:29 - 843,4.543945,0.093750
2025-11-27 11:09:29 - 844,4.821777,0.062500
2025-11-27 11:09:29 - 845,4.387695,0.031250
2025-11-27 11:09:29 - 846,4.305176,0.187500
2025-11-27 11:09:29 - 847,4.675781,0.031250
2025-11-27 11:09:29 - 848,4.595703,0.031250
2025-11-27 11:09:29 - 849,4.553711,0.125000
2025-11-27 11:09:29 - 850,4.500977,0.062500
2025-11-27 11:09:29 - 851,5.104980,0.062500
2025-11-27 11:09:29 - 852,4.860352,0.062500
2025-11-27 11:09:29 - 853,4.614258,0.093750
2025-11-27 11:09:29 - 854,4.605957,0.156250
2025-11-27 11:09:29 - 855,4.338867,0.093750
2025-11-27 11:09:29 - 856,4.043457,0.093750
2025-11-27 11:09:29 - 857,5.090332,0.031250
2025-11-27 11:09:29 - 858,4.483398,0.031250
2025-11-27 11:09:29 - 859,4.398438,0.125000
2025-11-27 11:09:29 - 860,4.481934,0.031250
2025-11-27 11:09:29 - 861,4.448730,0.156250
2025-11-27 11:09:29 - 862,4.820312,0.062500
2025-11-27 11:09:29 - 863,4.290527,0.187500
2025-11-27 11:09:29 - 864,4.560547,0.031250
2025-11-27 11:09:29 - 865,4.262207,0.031250
2025-11-27 11:09:29 - 866,4.333496,0.125000
2025-11-27 11:09:29 - 867,4.805664,0.031250
2025-11-27 11:09:29 - 868,5.024414,0.000000
2025-11-27 11:09:29 - 869,4.958008,0.000000
2025-11-27 11:09:29 - 870,4.850586,0.031250
2025-11-27 11:09:29 - 871,4.373047,0.062500
2025-11-27 11:09:29 - 872,4.088867,0.062500
2025-11-27 11:09:29 - 873,4.230469,0.156250
2025-11-27 11:09:29 - 874,4.337891,0.031250
2025-11-27 11:09:29 - 875,4.625977,0.093750
2025-11-27 11:09:29 - 876,4.354492,0.062500
2025-11-27 11:09:29 - 877,4.734375,0.031250
2025-11-27 11:09:29 - 878,4.458496,0.062500
2025-11-27 11:09:29 - 879,4.953613,0.187500
2025-11-27 11:09:29 - 880,4.427246,0.062500
2025-11-27 11:09:29 - 881,4.524902,0.062500
2025-11-27 11:09:29 - 882,4.340332,0.156250
2025-11-27 11:09:29 - 883,4.170898,0.125000
2025-11-27 11:09:29 - 884,4.268066,0.125000
2025-11-27 11:09:29 - 885,3.915039,0.093750
2025-11-27 11:09:29 - 886,4.648438,0.000000
2025-11-27 11:09:29 - 887,4.186523,0.156250
2025-11-27 11:09:29 - 888,4.608398,0.093750
2025-11-27 11:09:29 - 889,4.655762,0.062500
2025-11-27 11:09:29 - 890,4.749512,0.156250
2025-11-27 11:09:29 - 891,4.893066,0.187500
2025-11-27 11:09:29 - 892,4.826172,0.031250
2025-11-27 11:09:29 - 893,5.045410,0.031250
2025-11-27 11:09:29 - 894,4.919434,0.000000
2025-11-27 11:09:29 - 895,4.550293,0.031250
2025-11-27 11:09:29 - 896,4.541504,0.031250
2025-11-27 11:09:29 - 897,4.705566,0.031250
2025-11-27 11:09:29 - 898,5.335938,0.031250
2025-11-27 11:09:29 - 899,4.842285,0.093750
2025-11-27 11:09:29 - 900,4.621582,0.031250
2025-11-27 11:09:35 - 901,4.512695,0.093750
2025-11-27 11:09:35 - 902,4.844727,0.031250
2025-11-27 11:09:35 - 903,4.293945,0.187500
2025-11-27 11:09:35 - 904,4.463379,0.125000
2025-11-27 11:09:35 - 905,4.599121,0.031250
2025-11-27 11:09:35 - 906,4.479492,0.187500
2025-11-27 11:09:35 - 907,4.543457,0.093750
2025-11-27 11:09:35 - 908,4.068965,0.137931
2025-11-27 11:09:35 - 909,4.865234,0.000000
2025-11-27 11:09:35 - 910,4.408691,0.000000
2025-11-27 11:09:35 - 911,4.693848,0.031250
2025-11-27 11:09:35 - 912,3.988770,0.093750
2025-11-27 11:09:35 - 913,4.576172,0.000000
2025-11-27 11:09:35 - 914,4.341797,0.031250
2025-11-27 11:09:35 - 915,4.506348,0.125000
2025-11-27 11:09:35 - 916,4.971191,0.031250
2025-11-27 11:09:35 - 917,4.485840,0.031250
2025-11-27 11:09:35 - 918,4.665039,0.156250
2025-11-27 11:09:35 - 919,4.485352,0.093750
2025-11-27 11:09:35 - 920,3.759766,0.125000
2025-11-27 11:09:35 - 921,4.433105,0.062500
2025-11-27 11:09:35 - 922,4.199219,0.187500
2025-11-27 11:09:35 - 923,5.039551,0.031250
2025-11-27 11:09:35 - 924,4.800781,0.031250
2025-11-27 11:09:35 - 925,4.556152,0.093750
2025-11-27 11:09:35 - 926,4.299316,0.093750
2025-11-27 11:09:35 - 927,4.842285,0.031250
2025-11-27 11:09:35 - 928,4.382324,0.031250
2025-11-27 11:09:35 - 929,4.168457,0.093750
2025-11-27 11:09:35 - 930,4.565918,0.062500
2025-11-27 11:09:35 - 931,4.351074,0.093750
2025-11-27 11:09:35 - 932,4.822266,0.031250
2025-11-27 11:09:35 - 933,4.333496,0.031250
2025-11-27 11:09:35 - 934,4.506348,0.093750
2025-11-27 11:09:35 - 935,4.593262,0.031250
2025-11-27 11:09:35 - 936,4.385742,0.031250
2025-11-27 11:09:35 - 937,4.689453,0.062500
2025-11-27 11:09:35 - 938,4.391113,0.031250
2025-11-27 11:09:35 - 939,4.922852,0.000000
2025-11-27 11:09:35 - 940,4.525391,0.062500
2025-11-27 11:09:35 - 941,4.323242,0.031250
2025-11-27 11:09:35 - 942,4.858398,0.031250
2025-11-27 11:09:35 - 943,4.933105,0.000000
2025-11-27 11:09:35 - 944,4.348145,0.062500
2025-11-27 11:09:35 - 945,4.300781,0.031250
2025-11-27 11:09:35 - 946,4.537598,0.156250
2025-11-27 11:09:35 - 947,4.812500,0.031250
2025-11-27 11:09:35 - 948,4.890625,0.125000
2025-11-27 11:09:35 - 949,4.730469,0.031250
2025-11-27 11:09:35 - 950,4.373047,0.031250
2025-11-27 11:09:35 - 951,4.603516,0.125000
2025-11-27 11:09:35 - 952,4.235840,0.062500
2025-11-27 11:09:35 - 953,5.083984,0.031250
2025-11-27 11:09:35 - 954,4.137207,0.062500
2025-11-27 11:09:35 - 955,4.323242,0.093750
2025-11-27 11:09:35 - 956,5.037598,0.031250
2025-11-27 11:09:35 - 957,4.861816,0.031250
2025-11-27 11:09:35 - 958,4.546875,0.031250
2025-11-27 11:09:35 - 959,4.647949,0.062500
2025-11-27 11:09:35 - 960,4.499023,0.125000
2025-11-27 11:09:35 - 961,4.272461,0.093750
2025-11-27 11:09:35 - 962,4.269531,0.093750
2025-11-27 11:09:35 - 963,4.282227,0.031250
2025-11-27 11:09:35 - 964,4.977539,0.031250
2025-11-27 11:09:35 - 965,4.229980,0.093750
2025-11-27 11:09:35 - 966,4.849121,0.062500
2025-11-27 11:09:35 - 967,5.230469,0.062500
2025-11-27 11:09:35 - 968,4.286133,0.125000
2025-11-27 11:09:35 - 969,4.806152,0.093750
2025-11-27 11:09:35 - 970,4.762207,0.031250
2025-11-27 11:09:35 - 971,4.823730,0.031250
2025-11-27 11:09:35 - 972,4.205566,0.031250
2025-11-27 11:09:35 - 973,4.481934,0.093750
2025-11-27 11:09:35 - 974,4.079102,0.125000
2025-11-27 11:09:35 - 975,5.328613,0.062500
2025-11-27 11:09:35 - 976,4.529297,0.093750
2025-11-27 11:09:35 - 977,4.349609,0.062500
2025-11-27 11:09:35 - 978,4.445801,0.062500
2025-11-27 11:09:35 - 979,4.561035,0.093750
2025-11-27 11:09:35 - 980,4.916992,0.031250
2025-11-27 11:09:35 - 981,4.892090,0.093750
2025-11-27 11:09:35 - 982,4.645996,0.125000
2025-11-27 11:09:35 - 983,4.486816,0.062500
2025-11-27 11:09:35 - 984,4.592285,0.125000
2025-11-27 11:09:35 - 985,4.287109,0.125000
2025-11-27 11:09:35 - 986,4.670410,0.000000
2025-11-27 11:09:35 - 987,4.561035,0.093750
2025-11-27 11:09:35 - 988,4.499512,0.093750
2025-11-27 11:09:35 - 989,4.424316,0.093750
2025-11-27 11:09:35 - 990,4.519043,0.062500
2025-11-27 11:09:35 - 991,4.597168,0.062500
2025-11-27 11:09:35 - 992,3.929199,0.093750
2025-11-27 11:09:35 - 993,4.799316,0.031250
2025-11-27 11:09:35 - 994,5.034180,0.031250
2025-11-27 11:09:35 - 995,4.512207,0.125000
2025-11-27 11:09:35 - 996,4.314941,0.062500
2025-11-27 11:09:35 - 997,4.644043,0.000000
2025-11-27 11:09:35 - 998,3.697754,0.156250
2025-11-27 11:09:35 - 999,4.114746,0.031250
2025-11-27 11:09:35 - 1000,4.524902,0.093750
2025-11-27 11:09:42 - 1001,4.902344,0.031250
2025-11-27 11:09:42 - 1002,4.190918,0.062500
2025-11-27 11:09:42 - 1003,4.792480,0.062500
2025-11-27 11:09:42 - 1004,4.209961,0.156250
2025-11-27 11:09:42 - 1005,4.999512,0.000000
2025-11-27 11:09:42 - 1006,4.754883,0.062500
2025-11-27 11:09:42 - 1007,4.808105,0.031250
2025-11-27 11:09:42 - 1008,4.825684,0.031250
2025-11-27 11:09:42 - 1009,4.399414,0.093750
2025-11-27 11:09:42 - 1010,4.854492,0.031250
2025-11-27 11:09:42 - 1011,4.529297,0.062500
2025-11-27 11:09:42 - 1012,4.449707,0.156250
2025-11-27 11:09:42 - 1013,5.108887,0.031250
2025-11-27 11:09:42 - 1014,4.659668,0.000000
2025-11-27 11:09:42 - 1015,5.183105,0.000000
2025-11-27 11:09:42 - 1016,4.424805,0.000000
2025-11-27 11:09:42 - 1017,4.611328,0.062500
2025-11-27 11:09:42 - 1018,5.002930,0.031250
2025-11-27 11:09:42 - 1019,4.888672,0.031250
2025-11-27 11:09:42 - 1020,5.066406,0.031250
2025-11-27 11:09:42 - 1021,4.759766,0.031250
2025-11-27 11:09:42 - 1022,4.726562,0.125000
2025-11-27 11:09:42 - 1023,4.065430,0.093750
2025-11-27 11:09:42 - 1024,4.403320,0.062500
2025-11-27 11:09:42 - 1025,4.549316,0.031250
2025-11-27 11:09:42 - 1026,4.208008,0.125000
2025-11-27 11:09:42 - 1027,4.726562,0.031250
2025-11-27 11:09:42 - 1028,4.760742,0.000000
2025-11-27 11:09:42 - 1029,4.152832,0.062500
2025-11-27 11:09:42 - 1030,4.293945,0.062500
2025-11-27 11:09:42 - 1031,4.718262,0.062500
2025-11-27 11:09:42 - 1032,4.177734,0.031250
2025-11-27 11:09:42 - 1033,4.404297,0.031250
2025-11-27 11:09:42 - 1034,4.197266,0.093750
2025-11-27 11:09:42 - 1035,4.563965,0.031250
2025-11-27 11:09:42 - 1036,4.352539,0.093750
2025-11-27 11:09:42 - 1037,4.863770,0.062500
2025-11-27 11:09:42 - 1038,5.232422,0.031250
2025-11-27 11:09:42 - 1039,4.613281,0.031250
2025-11-27 11:09:42 - 1040,4.638672,0.062500
2025-11-27 11:09:42 - 1041,4.791504,0.062500
2025-11-27 11:09:42 - 1042,3.778320,0.187500
2025-11-27 11:09:42 - 1043,5.039551,0.031250
2025-11-27 11:09:42 - 1044,3.784668,0.187500
2025-11-27 11:09:42 - 1045,4.527344,0.125000
2025-11-27 11:09:42 - 1046,4.377930,0.031250
2025-11-27 11:09:42 - 1047,4.229492,0.031250
2025-11-27 11:09:42 - 1048,4.323242,0.062500
2025-11-27 11:09:42 - 1049,4.869629,0.062500
2025-11-27 11:09:42 - 1050,4.492676,0.125000
2025-11-27 11:09:42 - 1051,4.364258,0.062500
2025-11-27 11:09:42 - 1052,4.304199,0.093750
2025-11-27 11:09:42 - 1053,4.817871,0.062500
2025-11-27 11:09:42 - 1054,4.424805,0.093750
2025-11-27 11:09:42 - 1055,4.542480,0.031250
2025-11-27 11:09:42 - 1056,4.599609,0.093750
2025-11-27 11:09:42 - 1057,4.823242,0.000000
2025-11-27 11:09:42 - 1058,4.628906,0.125000
2025-11-27 11:09:42 - 1059,4.312988,0.093750
2025-11-27 11:09:42 - 1060,4.294434,0.187500
2025-11-27 11:09:42 - 1061,5.123047,0.062500
2025-11-27 11:09:42 - 1062,4.571777,0.218750
2025-11-27 11:09:42 - 1063,4.449219,0.125000
2025-11-27 11:09:42 - 1064,4.262207,0.125000
2025-11-27 11:09:42 - 1065,4.136230,0.125000
2025-11-27 11:09:42 - 1066,4.699707,0.062500
2025-11-27 11:09:42 - 1067,5.221680,0.000000
2025-11-27 11:09:42 - 1068,4.172852,0.062500
2025-11-27 11:09:42 - 1069,4.674316,0.062500
2025-11-27 11:09:42 - 1070,4.699219,0.093750
2025-11-27 11:09:42 - 1071,4.306152,0.093750
2025-11-27 11:09:42 - 1072,4.589355,0.031250
2025-11-27 11:09:42 - 1073,4.628906,0.062500
2025-11-27 11:09:42 - 1074,4.702637,0.062500
2025-11-27 11:09:42 - 1075,4.770996,0.062500
2025-11-27 11:09:42 - 1076,4.669922,0.125000
2025-11-27 11:09:42 - 1077,4.472168,0.031250
2025-11-27 11:09:42 - 1078,4.713867,0.062500
2025-11-27 11:09:42 - 1079,4.659180,0.031250
2025-11-27 11:09:42 - 1080,4.477051,0.031250
2025-11-27 11:09:42 - 1081,4.454590,0.156250
2025-11-27 11:09:42 - 1082,4.296875,0.000000
2025-11-27 11:09:42 - 1083,4.311523,0.062500
2025-11-27 11:09:42 - 1084,4.191895,0.062500
2025-11-27 11:09:42 - 1085,5.079590,0.031250
2025-11-27 11:09:42 - 1086,4.681641,0.000000
2025-11-27 11:09:42 - 1087,4.133789,0.062500
2025-11-27 11:09:42 - 1088,4.478516,0.031250
2025-11-27 11:09:42 - 1089,4.921875,0.062500
2025-11-27 11:09:42 - 1090,4.531250,0.093750
2025-11-27 11:09:42 - 1091,4.297363,0.031250
2025-11-27 11:09:42 - 1092,4.331543,0.218750
2025-11-27 11:09:42 - 1093,4.201660,0.062500
2025-11-27 11:09:42 - 1094,4.697754,0.062500
2025-11-27 11:09:42 - 1095,4.878906,0.031250
2025-11-27 11:09:42 - 1096,4.146973,0.062500
2025-11-27 11:09:42 - 1097,4.490234,0.062500
2025-11-27 11:09:42 - 1098,4.315430,0.062500
2025-11-27 11:09:42 - 1099,4.591309,0.031250
2025-11-27 11:09:42 - 1100,4.441895,0.156250
2025-11-27 11:09:49 - 1101,4.588867,0.062500
2025-11-27 11:09:49 - 1102,4.628906,0.062500
2025-11-27 11:09:49 - 1103,5.166504,0.000000
2025-11-27 11:09:49 - 1104,4.540527,0.031250
2025-11-27 11:09:49 - 1105,5.021484,0.031250
2025-11-27 11:09:49 - 1106,4.926270,0.062500
2025-11-27 11:09:49 - 1107,4.422363,0.062500
2025-11-27 11:09:49 - 1108,4.647461,0.062500
2025-11-27 11:09:49 - 1109,4.367188,0.000000
2025-11-27 11:09:49 - 1110,4.546875,0.093750
2025-11-27 11:09:49 - 1111,4.668457,0.031250
2025-11-27 11:09:49 - 1112,4.763672,0.062500
2025-11-27 11:09:49 - 1113,4.199219,0.125000
2025-11-27 11:09:49 - 1114,4.566895,0.062500
2025-11-27 11:09:49 - 1115,4.356445,0.031250
2025-11-27 11:09:49 - 1116,4.418457,0.125000
2025-11-27 11:09:49 - 1117,4.672852,0.062500
2025-11-27 11:09:49 - 1118,4.650391,0.093750
2025-11-27 11:09:49 - 1119,4.830566,0.093750
2025-11-27 11:09:49 - 1120,5.018555,0.000000
2025-11-27 11:09:49 - 1121,4.529297,0.062500
2025-11-27 11:09:49 - 1122,4.767090,0.093750
2025-11-27 11:09:49 - 1123,5.094727,0.031250
2025-11-27 11:09:49 - 1124,4.095703,0.187500
2025-11-27 11:09:49 - 1125,4.900879,0.062500
2025-11-27 11:09:49 - 1126,5.339844,0.062500
2025-11-27 11:09:49 - 1127,4.370117,0.031250
2025-11-27 11:09:49 - 1128,4.860352,0.000000
2025-11-27 11:09:49 - 1129,4.922363,0.062500
2025-11-27 11:09:49 - 1130,4.638184,0.218750
2025-11-27 11:09:49 - 1131,4.828613,0.031250
2025-11-27 11:09:49 - 1132,4.803711,0.000000
2025-11-27 11:09:49 - 1133,4.872559,0.093750
2025-11-27 11:09:49 - 1134,5.483887,0.000000
2025-11-27 11:09:49 - 1135,4.976562,0.125000
2025-11-27 11:09:49 - 1136,4.613770,0.125000
2025-11-27 11:09:49 - 1137,4.661621,0.062500
2025-11-27 11:09:49 - 1138,5.134766,0.000000
2025-11-27 11:09:49 - 1139,4.894043,0.031250
2025-11-27 11:09:49 - 1140,4.525391,0.093750
2025-11-27 11:09:49 - 1141,4.687988,0.093750
2025-11-27 11:09:49 - 1142,5.008301,0.093750
2025-11-27 11:09:49 - 1143,4.648438,0.093750
2025-11-27 11:09:49 - 1144,4.692383,0.031250
2025-11-27 11:09:49 - 1145,5.114258,0.000000
2025-11-27 11:09:49 - 1146,4.517822,0.125000
2025-11-27 11:09:49 - 1147,4.639648,0.062500
2025-11-27 11:09:49 - 1148,4.679688,0.031250
2025-11-27 11:09:49 - 1149,4.650391,0.125000
2025-11-27 11:09:49 - 1150,4.537598,0.031250
2025-11-27 11:09:49 - 1151,4.312012,0.125000
2025-11-27 11:09:49 - 1152,4.335938,0.062500
2025-11-27 11:09:49 - 1153,3.775391,0.062500
2025-11-27 11:09:49 - 1154,4.675293,0.062500
2025-11-27 11:09:49 - 1155,4.190430,0.031250
2025-11-27 11:09:49 - 1156,4.533691,0.156250
2025-11-27 11:09:49 - 1157,4.643066,0.031250
2025-11-27 11:09:49 - 1158,4.434570,0.156250
2025-11-27 11:09:49 - 1159,4.469727,0.000000
2025-11-27 11:09:49 - 1160,4.639648,0.093750
2025-11-27 11:09:49 - 1161,4.959961,0.125000
2025-11-27 11:09:49 - 1162,4.769531,0.093750
2025-11-27 11:09:49 - 1163,4.892090,0.031250
2025-11-27 11:09:49 - 1164,5.077637,0.000000
2025-11-27 11:09:49 - 1165,4.238770,0.156250
2025-11-27 11:09:49 - 1166,4.431152,0.125000
2025-11-27 11:09:49 - 1167,4.864746,0.062500
2025-11-27 11:09:49 - 1168,4.509277,0.062500
2025-11-27 11:09:49 - 1169,4.657227,0.031250
2025-11-27 11:09:49 - 1170,4.508301,0.062500
2025-11-27 11:09:49 - 1171,4.022461,0.062500
2025-11-27 11:09:49 - 1172,4.223145,0.062500
2025-11-27 11:09:49 - 1173,4.470703,0.062500
2025-11-27 11:09:49 - 1174,4.463867,0.093750
2025-11-27 11:09:49 - 1175,4.823242,0.031250
2025-11-27 11:09:49 - 1176,4.203125,0.093750
2025-11-27 11:09:49 - 1177,3.905273,0.125000
2025-11-27 11:09:49 - 1178,4.344727,0.031250
2025-11-27 11:09:49 - 1179,3.903809,0.093750
2025-11-27 11:09:49 - 1180,4.884277,0.031250
2025-11-27 11:09:49 - 1181,4.714844,0.062500
2025-11-27 11:09:49 - 1182,4.043945,0.125000
2025-11-27 11:09:49 - 1183,5.149902,0.031250
2025-11-27 11:09:49 - 1184,4.454590,0.031250
2025-11-27 11:09:49 - 1185,4.516113,0.031250
2025-11-27 11:09:49 - 1186,3.978027,0.093750
2025-11-27 11:09:49 - 1187,4.982910,0.062500
2025-11-27 11:09:49 - 1188,4.111328,0.093750
2025-11-27 11:09:49 - 1189,4.733398,0.093750
2025-11-27 11:09:49 - 1190,4.776367,0.031250
2025-11-27 11:09:49 - 1191,4.064453,0.125000
2025-11-27 11:09:49 - 1192,4.145020,0.000000
2025-11-27 11:09:49 - 1193,4.397461,0.093750
2025-11-27 11:09:49 - 1194,4.296387,0.062500
2025-11-27 11:09:49 - 1195,4.637207,0.031250
2025-11-27 11:09:49 - 1196,4.235840,0.125000
2025-11-27 11:09:49 - 1197,3.962402,0.062500
2025-11-27 11:09:49 - 1198,4.726074,0.031250
2025-11-27 11:09:49 - 1199,4.226562,0.125000
2025-11-27 11:09:49 - 1200,4.599121,0.093750
2025-11-27 11:09:55 - 1201,5.127441,0.000000
2025-11-27 11:09:55 - 1202,4.612305,0.125000
2025-11-27 11:09:55 - 1203,4.538574,0.031250
2025-11-27 11:09:55 - 1204,3.863281,0.250000
2025-11-27 11:09:55 - 1205,4.744141,0.031250
2025-11-27 11:09:55 - 1206,4.625488,0.031250
2025-11-27 11:09:55 - 1207,4.221875,0.100000
2025-11-27 11:09:55 - 1208,4.493652,0.062500
2025-11-27 11:09:55 - 1209,4.230957,0.062500
2025-11-27 11:09:55 - 1210,4.997559,0.031250
2025-11-27 11:09:55 - 1211,4.500977,0.000000
2025-11-27 11:09:55 - 1212,4.688965,0.062500
2025-11-27 11:09:55 - 1213,4.520508,0.000000
2025-11-27 11:09:55 - 1214,4.562988,0.062500
2025-11-27 11:09:55 - 1215,5.180664,0.000000
2025-11-27 11:09:55 - 1216,4.614258,0.000000
2025-11-27 11:09:55 - 1217,4.956543,0.031250
2025-11-27 11:09:55 - 1218,4.865723,0.031250
2025-11-27 11:09:55 - 1219,3.961914,0.125000
2025-11-27 11:09:55 - 1220,4.645020,0.000000
2025-11-27 11:09:55 - 1221,4.562988,0.125000
2025-11-27 11:09:55 - 1222,4.443359,0.031250
2025-11-27 11:09:55 - 1223,4.316895,0.031250
2025-11-27 11:09:55 - 1224,4.765625,0.093750
2025-11-27 11:09:55 - 1225,4.630371,0.125000
2025-11-27 11:09:55 - 1226,4.620117,0.000000
2025-11-27 11:09:55 - 1227,4.632324,0.000000
2025-11-27 11:09:55 - 1228,4.676758,0.093750
2025-11-27 11:09:55 - 1229,5.096191,0.000000
2025-11-27 11:09:55 - 1230,4.108398,0.156250
2025-11-27 11:09:55 - 1231,4.598633,0.093750
2025-11-27 11:09:55 - 1232,4.775879,0.062500
2025-11-27 11:09:55 - 1233,4.494629,0.062500
2025-11-27 11:09:55 - 1234,4.699707,0.093750
2025-11-27 11:09:55 - 1235,4.331543,0.093750
2025-11-27 11:09:55 - 1236,4.858398,0.031250
2025-11-27 11:09:55 - 1237,4.196289,0.000000
2025-11-27 11:09:55 - 1238,3.924316,0.093750
2025-11-27 11:09:55 - 1239,4.357422,0.125000
2025-11-27 11:09:55 - 1240,5.508301,0.000000
2025-11-27 11:09:55 - 1241,4.560059,0.062500
2025-11-27 11:09:55 - 1242,5.151367,0.031250
2025-11-27 11:09:55 - 1243,4.341309,0.062500
2025-11-27 11:09:55 - 1244,5.020996,0.031250
2025-11-27 11:09:55 - 1245,4.803223,0.000000
2025-11-27 11:09:55 - 1246,4.442383,0.062500
2025-11-27 11:09:55 - 1247,4.495605,0.062500
2025-11-27 11:09:55 - 1248,4.248047,0.031250
2025-11-27 11:09:55 - 1249,4.591797,0.062500
2025-11-27 11:09:55 - 1250,4.511230,0.062500
2025-11-27 11:09:55 - 1251,3.679199,0.187500
2025-11-27 11:09:55 - 1252,4.693359,0.125000
2025-11-27 11:09:55 - 1253,5.089844,0.062500
2025-11-27 11:09:55 - 1254,4.942871,0.093750
2025-11-27 11:09:55 - 1255,4.610352,0.031250
2025-11-27 11:09:55 - 1256,4.270020,0.125000
2025-11-27 11:09:55 - 1257,5.079102,0.000000
2025-11-27 11:09:55 - 1258,4.755371,0.062500
2025-11-27 11:09:55 - 1259,4.403809,0.093750
2025-11-27 11:09:55 - 1260,3.996094,0.125000
2025-11-27 11:09:55 - 1261,4.593750,0.062500
2025-11-27 11:09:55 - 1262,4.686035,0.062500
2025-11-27 11:09:55 - 1263,4.545898,0.093750
2025-11-27 11:09:55 - 1264,4.524414,0.031250
2025-11-27 11:09:55 - 1265,4.047363,0.093750
2025-11-27 11:09:55 - 1266,4.389648,0.093750
2025-11-27 11:09:55 - 1267,4.087402,0.031250
2025-11-27 11:09:55 - 1268,4.873535,0.031250
2025-11-27 11:09:55 - 1269,5.133301,0.000000
2025-11-27 11:09:55 - 1270,4.762695,0.156250
2025-11-27 11:09:55 - 1271,4.698730,0.031250
2025-11-27 11:09:55 - 1272,4.240723,0.156250
2025-11-27 11:09:55 - 1273,4.714844,0.031250
2025-11-27 11:09:55 - 1274,4.666504,0.000000
2025-11-27 11:09:55 - 1275,4.682617,0.093750
2025-11-27 11:09:55 - 1276,4.438477,0.125000
2025-11-27 11:09:55 - 1277,4.334961,0.062500
2025-11-27 11:09:55 - 1278,4.290527,0.125000
2025-11-27 11:09:55 - 1279,4.505371,0.093750
2025-11-27 11:09:55 - 1280,4.984375,0.031250
2025-11-27 11:09:55 - 1281,4.593750,0.093750
2025-11-27 11:09:55 - 1282,4.303711,0.093750
2025-11-27 11:09:55 - 1283,4.658203,0.031250
